row_id,order_id,created_at,item_id,quantity,cust_id,delivery,add_id
1061,O101061,2025-11-15 18:50:35,18,2,108,1,108
1062,O101062,2025-10-08 13:12:27,18,2,237,1,237
1063,O101063,2026-01-10 20:01:23,2,3,108,1,108
1064,O101064,2026-01-22 19:53:22,5,1,157,0,157
1065,O101065,2025-12-09 18:36:50,1,1,207,1,207
1066,O101066,2025-12-23 12:25:04,10,1,170,1,170
1067,O101067,2026-02-09 20:40:57,5,1,56,1,56
1068,O101068,2025-09-25 19:38:31,1,1,284,0,284
1069,O101069,2025-11-08 12:42:33,1,1,198,1,198
1070,O101070,2025-10-30 13:58:26,6,4,266,0,266
1071,O101071,2026-01-17 19:24:57,22,1,67,1,67
1072,O101072,2026-01-05 19:42:30,2,2,106,1,106
1073,O101073,2026-01-23 19:29:17,3,4,159,0,159
1074,O101074,2025-12-28 18:15:33,5,2,229,0,229
1075,O101075,2026-01-13 18:47:05,4,3,252,1,252
1076,O101076,2026-03-15 19:50:19,6,2,234,1,234
1077,O101077,2025-11-19 12:39:46,8,1,90,1,90
1078,O101078,2025-12-26 19:02:15,24,1,94,0,94
1079,O101079,2026-03-06 20:44:46,17,1,276,1,276
1080,O101080,2026-02-05 12:23:04,18,1,253,1,253
1081,O101081,2026-01-10 12:13:32,1,1,167,1,167
1082,O101082,2025-12-13 19:54:12,7,1,237,1,237
1083,O101083,2025-12-09 18:29:31,8,1,59,0,59
1084,O101084,2025-10-22 17:17:53,2,3,125,1,125
1085,O101085,2025-12-01 12:47:25,2,2,52,0,52
1086,O101086,2025-10-26 17:11:13,16,3,6,1,6
1087,O101087,2026-01-08 18:53:40,20,2,273,0,273
1088,O101088,2026-03-12 13:03:38,1,2,53,1,53
1089,O101089,2025-12-21 20:12:05,1,1,104,0,104
1090,O101090,2025-11-05 18:04:14,27,1,8,1,8
1091,O101091,2025-09-28 17:06:52,5,2,86,0,86
1092,O101092,2026-02-02 17:27:07,3,1,98,0,98
1093,O101093,2025-09-20 17:20:00,6,1,166,0,166
1094,O101094,2026-03-02 18:02:04,24,1,34,1,34
1095,O101095,2026-02-01 19:59:54,11,1,256,0,256
1096,O101096,2026-02-25 18:43:59,27,2,49,1,49
1097,O101097,2026-02-26 19:44:20,28,2,171,0,171
1098,O101098,2025-09-21 18:37:28,6,2,35,1,35
1099,O101099,2025-11-15 11:48:57,2,1,120,0,120
1100,O101100,2026-02-22 11:08:23,9,1,220,0,220
1101,O101101,2026-02-28 11:59:46,12,3,193,0,193
1102,O101102,2025-11-27 13:50:48,1,2,169,0,169
1103,O101103,2025-09-23 12:46:21,5,1,213,1,213
1104,O101104,2026-03-11 18:14:38,23,1,28,0,28
1105,O101105,2026-02-25 11:55:31,1,1,94,1,94
1106,O101106,2025-10-19 11:37:35,21,3,73,0,73
1107,O101107,2026-01-04 19:19:10,17,1,121,0,121
1108,O101108,2025-12-03 13:28:40,3,3,91,0,91
1109,O101109,2025-12-18 17:10:30,8,1,247,0,247
1110,O101110,2026-01-18 11:24:27,22,2,222,0,222
1111,O101111,2026-02-05 19:16:24,8,1,154,0,154
1112,O101112,2025-10-05 13:45:30,3,3,193,1,193
1113,O101113,2026-01-23 19:23:31,7,1,3,0,3
1114,O101114,2025-12-24 17:41:37,1,3,203,1,203
1115,O101115,2026-02-08 12:48:27,27,2,64,1,64
1116,O101116,2026-02-26 18:44:03,14,3,179,1,179
1117,O101117,2026-01-17 11:52:23,13,2,127,0,127
1118,O101118,2026-02-18 17:43:09,4,2,76,1,76
1119,O101119,2025-10-16 19:41:45,26,1,83,0,83
1120,O101120,2026-01-03 12:27:16,15,1,42,0,42
1121,O101121,2026-02-14 13:26:48,23,2,273,1,273
1122,O101122,2026-02-26 18:51:22,20,1,46,0,46
1123,O101123,2026-03-14 13:10:52,9,1,108,1,108
1124,O101124,2026-03-03 13:27:10,2,1,214,1,214
1125,O101125,2026-01-19 12:07:28,11,1,69,0,69
1126,O101126,2025-11-02 19:12:16,28,3,103,0,103
1127,O101127,2026-02-26 12:18:05,6,1,226,0,226
1128,O101128,2026-02-13 12:31:43,18,1,176,0,176
1129,O101129,2026-03-06 18:02:06,3,2,137,0,137
1130,O101130,2026-01-19 17:21:38,7,1,193,1,193
1131,O101131,2025-11-17 20:42:25,6,1,176,1,176
1132,O101132,2025-10-12 11:55:44,7,3,183,1,183
1133,O101133,2026-02-18 12:33:17,27,2,72,0,72
1134,O101134,2026-01-10 18:42:55,9,1,128,1,128
1135,O101135,2026-02-27 21:52:20,1,1,97,0,97
1136,O101136,2026-03-09 17:38:31,7,2,24,1,24
1137,O101137,2026-01-04 20:59:30,28,3,42,1,42
1138,O101138,2025-12-01 18:45:09,23,3,52,1,52
1139,O101139,2025-10-19 17:05:19,21,4,259,0,259
1140,O101140,2026-01-09 21:30:42,10,1,240,0,240
1141,O101141,2025-10-14 17:45:01,2,3,88,0,88
1142,O101142,2025-11-12 19:42:30,27,2,197,1,197
1143,O101143,2025-10-10 19:21:55,3,2,70,1,70
1144,O101144,2025-12-22 20:47:47,17,2,34,1,34
1145,O101145,2025-11-15 12:07:18,2,1,288,1,288
1146,O101146,2026-02-10 13:54:20,27,2,97,0,97
1147,O101147,2025-10-02 18:12:54,6,1,1,1,1
1148,O101148,2026-01-28 18:37:14,2,1,187,0,187
1149,O101149,2025-10-24 19:18:53,3,2,236,1,236
1150,O101150,2025-10-24 19:54:51,21,1,76,1,76
1151,O101151,2026-01-23 21:07:17,28,2,164,1,164
1152,O101152,2026-01-21 13:24:03,28,1,245,0,245
1153,O101153,2026-03-15 19:59:55,19,3,108,0,108
1154,O101154,2026-03-04 20:10:01,10,1,201,1,201
1155,O101155,2025-12-26 17:33:46,4,2,243,1,243
1156,O101156,2025-10-11 12:48:50,11,2,100,1,100
1157,O101157,2026-03-03 12:08:28,15,1,156,1,156
1158,O101158,2025-11-11 19:12:47,14,1,75,0,75
1159,O101159,2026-03-09 19:54:09,6,4,295,0,295
1160,O101160,2025-10-11 17:30:11,26,1,87,0,87
1161,O101161,2026-02-15 17:09:40,17,1,264,1,264
1162,O101162,2025-12-27 18:44:38,27,2,61,0,61
1163,O101163,2026-01-13 19:41:24,4,2,193,0,193
1164,O101164,2025-10-17 12:07:31,13,3,189,0,189
1165,O101165,2026-02-14 18:36:30,4,2,116,0,116
1166,O101166,2026-01-18 20:44:27,4,1,93,1,93
1167,O101167,2026-02-01 12:52:44,1,2,167,0,167
1168,O101168,2025-10-03 18:37:34,16,2,275,1,275
1169,O101169,2026-03-04 19:11:55,12,1,64,0,64
1170,O101170,2025-12-06 12:08:36,3,1,285,1,285
1171,O101171,2025-09-25 11:07:32,4,4,288,1,288
1172,O101172,2026-03-04 11:19:02,26,1,88,1,88
1173,O101173,2025-10-22 18:44:20,10,4,151,1,151
1174,O101174,2026-03-12 11:52:02,3,1,181,0,181
1175,O101175,2025-10-21 18:13:37,6,1,154,0,154
1176,O101176,2026-02-04 12:24:41,25,1,217,0,217
1177,O101177,2026-03-09 17:44:09,10,1,43,1,43
1178,O101178,2025-12-21 18:41:52,10,1,138,0,138
1179,O101179,2026-01-06 13:38:15,1,1,79,1,79
1180,O101180,2025-10-03 13:05:23,25,2,57,1,57
1181,O101181,2025-11-26 11:24:14,6,1,75,0,75
1182,O101182,2026-01-29 19:19:37,20,1,64,0,64
1183,O101183,2026-03-15 18:18:35,4,1,271,1,271
1184,O101184,2025-12-07 20:24:11,5,2,25,0,25
1185,O101185,2026-01-17 18:16:00,15,2,273,1,273
1186,O101186,2025-12-22 18:17:03,26,2,65,0,65
1187,O101187,2026-03-09 18:45:29,2,4,190,0,190
1188,O101188,2025-11-26 20:33:45,23,2,240,1,240
1189,O101189,2025-12-04 17:20:54,2,1,157,0,157
1190,O101190,2025-10-29 18:05:47,4,3,123,0,123
1191,O101191,2026-03-09 17:46:08,9,1,6,1,6
1192,O101192,2025-12-29 11:12:58,21,1,273,0,273
1193,O101193,2025-11-18 20:42:58,20,3,218,1,218
1194,O101194,2026-02-19 17:10:43,26,2,271,0,271
1195,O101195,2025-10-06 13:08:32,6,1,116,0,116
1196,O101196,2025-10-30 13:07:21,26,1,254,1,254
1197,O101197,2025-11-30 13:18:16,3,2,277,0,277
1198,O101198,2025-11-11 20:59:59,27,1,292,1,292
1199,O101199,2026-02-22 19:03:22,1,1,19,1,19
1200,O101200,2025-10-14 11:56:46,3,1,153,1,153
1201,O101201,2026-01-20 12:33:32,25,1,52,1,52
1202,O101202,2025-10-26 19:16:14,9,1,250,0,250
1203,O101203,2025-11-02 18:17:06,28,2,187,1,187
1204,O101204,2025-10-22 13:27:00,6,3,225,0,225
1205,O101205,2025-11-04 13:08:25,7,1,102,0,102
1206,O101206,2026-03-06 12:30:42,28,1,17,0,17
1207,O101207,2026-03-10 19:20:48,18,3,251,1,251
1208,O101208,2025-10-20 12:06:50,1,1,257,1,257
1209,O101209,2026-03-11 12:43:53,5,4,257,0,257
1210,O101210,2026-01-17 13:31:05,18,1,5,1,5
1211,O101211,2025-11-19 13:07:55,4,2,79,0,79
1212,O101212,2026-01-16 19:51:06,16,1,220,0,220
1213,O101213,2026-02-15 18:09:14,2,1,93,0,93
1214,O101214,2025-10-24 17:39:12,2,1,141,0,141
1215,O101215,2026-03-15 18:14:14,5,1,209,1,209
1216,O101216,2026-02-28 11:07:17,6,3,262,1,262
1217,O101217,2025-12-07 19:11:02,1,2,215,0,215
1218,O101218,2025-11-29 18:58:38,2,1,165,0,165
1219,O101219,2025-12-11 13:06:42,1,2,252,1,252
1220,O101220,2025-12-18 19:23:47,19,1,67,1,67
1221,O101221,2026-03-02 13:37:24,1,1,191,0,191
1222,O101222,2026-02-14 21:56:41,20,1,62,0,62
1223,O101223,2025-10-06 20:39:21,5,1,229,0,229
1224,O101224,2025-09-28 12:26:35,16,3,104,0,104
1225,O101225,2025-12-19 17:45:07,25,1,287,1,287
1226,O101226,2025-10-29 18:44:08,4,4,215,0,215
1227,O101227,2025-12-27 18:34:55,10,1,32,0,32
1228,O101228,2026-02-07 19:25:38,4,1,225,1,225
1229,O101229,2026-02-15 18:56:59,19,1,82,0,82
1230,O101230,2025-12-03 19:18:45,4,1,269,1,269
1231,O101231,2026-01-31 12:02:40,2,3,115,0,115
1232,O101232,2025-09-30 18:15:52,3,1,69,1,69
1233,O101233,2025-12-09 11:45:56,11,2,178,1,178
1234,O101234,2025-12-09 20:40:52,1,1,210,1,210
1235,O101235,2025-11-21 21:34:42,28,2,144,0,144
1236,O101236,2026-03-12 13:41:16,23,2,299,0,299
1237,O101237,2026-01-08 12:17:13,11,2,283,0,283
1238,O101238,2026-01-09 12:46:27,6,3,203,0,203
1239,O101239,2025-11-02 17:52:55,2,2,48,1,48
1240,O101240,2025-09-22 13:56:11,20,2,93,1,93
1241,O101241,2025-10-23 11:15:29,25,4,97,0,97
1242,O101242,2025-09-20 18:24:24,1,2,52,0,52
1243,O101243,2025-11-19 19:17:09,26,2,23,0,23
1244,O101244,2026-02-02 19:21:54,16,1,5,0,5
1245,O101245,2025-10-28 13:30:09,3,1,246,1,246
1246,O101246,2025-09-22 19:06:34,4,1,137,0,137
1247,O101247,2025-09-17 20:01:14,7,1,213,0,213
1248,O101248,2026-03-11 13:56:45,20,1,147,0,147
1249,O101249,2025-11-13 12:18:22,1,1,87,0,87
1250,O101250,2025-09-28 18:11:27,10,2,185,0,185
1251,O101251,2026-03-06 19:39:52,4,3,218,0,218
1252,O101252,2026-03-05 13:16:51,25,2,139,1,139
1253,O101253,2026-03-03 12:09:24,8,2,2,0,2
1254,O101254,2025-10-15 18:46:17,2,1,245,0,245
1255,O101255,2025-12-24 13:31:27,9,4,66,0,66
1256,O101256,2026-03-03 20:24:26,11,1,171,0,171
1257,O101257,2025-12-24 11:45:26,10,2,253,0,253
1258,O101258,2025-11-16 13:13:54,1,2,113,0,113
1259,O101259,2025-10-02 20:23:54,21,2,69,0,69
1260,O101260,2026-01-12 12:54:35,27,3,72,1,72
1261,O101261,2025-11-13 11:08:07,27,2,125,0,125
1262,O101262,2026-03-14 21:23:03,16,2,194,0,194
1263,O101263,2026-02-16 19:01:09,6,1,38,1,38
1264,O101264,2026-02-09 19:26:09,18,1,40,0,40
1265,O101265,2026-01-15 17:21:28,19,2,72,1,72
1266,O101266,2025-10-26 11:41:02,12,1,147,0,147
1267,O101267,2025-12-27 20:43:56,8,2,83,0,83
1268,O101268,2025-11-14 17:10:17,27,1,133,1,133
1269,O101269,2025-12-28 18:14:25,2,2,65,0,65
1270,O101270,2026-03-13 18:20:41,13,2,287,0,287
1271,O101271,2025-12-21 18:12:17,2,1,85,0,85
1272,O101272,2025-11-17 13:34:06,1,2,172,0,172
1273,O101273,2026-02-05 12:59:02,3,1,159,0,159
1274,O101274,2026-02-08 20:30:02,1,1,292,0,292
1275,O101275,2025-12-17 19:25:32,3,2,159,0,159
1276,O101276,2026-03-15 18:21:26,24,1,183,0,183
1277,O101277,2025-09-23 18:24:30,12,3,258,0,258
1278,O101278,2025-10-25 19:05:56,13,4,149,0,149
1279,O101279,2026-03-10 18:49:45,2,4,119,0,119
1280,O101280,2026-01-09 19:21:18,6,3,265,1,265
1281,O101281,2026-03-10 17:13:39,12,4,221,0,221
1282,O101282,2025-10-11 19:09:49,23,1,291,1,291
1283,O101283,2025-10-11 17:10:59,4,1,45,1,45
1284,O101284,2025-12-16 11:11:45,19,1,296,1,296
1285,O101285,2026-01-08 18:08:07,27,1,243,1,243
1286,O101286,2025-12-28 17:39:58,15,1,187,1,187
1287,O101287,2025-12-21 11:26:32,8,3,263,1,263
1288,O101288,2025-11-18 18:35:00,2,1,22,0,22
1289,O101289,2026-02-09 17:04:14,6,1,193,0,193
1290,O101290,2026-01-14 17:34:57,20,1,48,1,48
1291,O101291,2025-12-27 19:12:25,5,1,93,0,93
1292,O101292,2026-03-15 19:07:17,8,1,249,0,249
1293,O101293,2026-02-27 12:36:02,28,2,241,0,241
1294,O101294,2026-01-05 20:13:03,3,1,32,1,32
1295,O101295,2025-11-20 18:05:09,1,1,217,1,217
1296,O101296,2026-01-02 18:42:57,4,3,153,1,153
1297,O101297,2025-12-13 21:19:10,3,3,48,1,48
1298,O101298,2026-02-01 18:10:44,8,3,247,1,247
1299,O101299,2025-09-19 18:57:38,3,2,293,1,293
1300,O101300,2025-12-08 18:52:46,17,2,297,0,297
1301,O101301,2025-10-25 20:59:09,9,1,163,0,163
1302,O101302,2026-01-28 19:28:53,22,2,209,1,209
1303,O101303,2025-09-26 12:12:26,15,2,297,0,297
1304,O101304,2025-12-15 12:12:43,11,1,194,0,194
1305,O101305,2025-12-03 19:32:52,22,2,187,0,187
1306,O101306,2025-12-31 13:53:34,7,4,234,1,234
1307,O101307,2025-11-01 17:23:11,11,1,172,0,172
1308,O101308,2025-11-28 20:44:43,8,1,224,1,224
1309,O101309,2025-10-13 11:01:39,26,1,51,0,51
1310,O101310,2026-02-26 17:37:51,1,1,279,0,279
1311,O101311,2025-11-13 19:35:24,2,3,216,0,216
1312,O101312,2026-01-13 17:52:41,16,2,64,1,64
1313,O101313,2025-11-13 17:17:56,14,1,4,1,4
1314,O101314,2025-09-18 20:26:02,1,1,213,0,213
1315,O101315,2025-12-11 12:36:27,3,4,192,1,192
1316,O101316,2025-09-30 19:36:27,2,2,99,1,99
1317,O101317,2025-12-07 18:27:14,2,2,89,1,89
1318,O101318,2026-02-25 18:25:53,18,3,259,0,259
1319,O101319,2025-12-08 12:05:01,8,2,284,0,284
1320,O101320,2026-02-22 18:58:05,11,1,79,0,79
1321,O101321,2026-02-26 18:22:11,3,3,67,1,67
1322,O101322,2026-02-01 19:46:49,20,1,153,0,153
1323,O101323,2025-11-26 11:09:40,1,4,134,0,134
1324,O101324,2026-01-12 20:07:06,2,1,53,0,53
1325,O101325,2025-10-06 17:23:58,21,1,93,0,93
1326,O101326,2025-12-31 11:40:04,3,1,252,0,252
1327,O101327,2025-10-28 12:00:57,2,2,161,1,161
1328,O101328,2025-12-13 21:30:39,12,1,17,0,17
1329,O101329,2025-10-18 12:01:34,1,1,268,1,268
1330,O101330,2025-12-19 12:13:01,5,1,79,0,79
1331,O101331,2025-11-26 17:05:22,16,2,65,1,65
1332,O101332,2026-01-06 17:25:59,3,1,240,1,240
1333,O101333,2025-10-13 18:49:37,5,2,144,1,144
1334,O101334,2026-01-09 17:47:17,20,2,250,1,250
1335,O101335,2025-11-07 18:23:57,13,1,197,1,197
1336,O101336,2026-01-25 12:26:18,12,3,86,0,86
1337,O101337,2025-12-27 11:11:51,5,2,272,1,272
1338,O101338,2025-10-05 12:23:23,2,1,184,0,184
1339,O101339,2026-03-12 11:21:13,8,2,5,1,5
1340,O101340,2025-12-24 13:13:33,3,2,120,0,120
1341,O101341,2026-03-10 19:20:52,5,1,39,1,39
1342,O101342,2025-09-28 20:26:07,2,1,253,1,253
1343,O101343,2025-11-16 18:18:01,13,3,168,1,168
1344,O101344,2025-11-28 12:25:02,24,3,3,1,3
1345,O101345,2026-03-01 11:30:06,21,1,21,1,21
1346,O101346,2025-12-07 19:25:05,11,1,155,1,155
1347,O101347,2025-12-02 18:29:31,21,4,25,1,25
1348,O101348,2026-02-22 12:14:03,21,1,63,1,63
1349,O101349,2025-11-13 12:12:46,25,1,166,1,166
1350,O101350,2026-03-12 19:16:56,19,1,276,0,276
1351,O101351,2025-11-23 13:39:50,20,1,156,0,156
1352,O101352,2026-02-13 17:08:20,22,2,88,0,88
1353,O101353,2026-03-07 12:33:15,11,2,212,1,212
1354,O101354,2026-01-18 12:16:49,4,1,144,1,144
1355,O101355,2026-03-04 18:54:13,15,1,286,0,286
1356,O101356,2025-11-10 11:13:29,20,1,254,0,254
1357,O101357,2025-11-09 19:48:33,10,1,54,1,54
1358,O101358,2026-03-03 12:32:06,26,1,160,1,160
1359,O101359,2026-01-10 20:32:12,19,1,187,1,187
1360,O101360,2025-10-29 18:55:36,14,1,143,1,143
1361,O101361,2025-11-17 11:29:11,4,1,55,0,55
1362,O101362,2025-12-16 12:59:35,1,1,272,1,272
1363,O101363,2026-01-23 17:21:03,8,1,78,1,78
1364,O101364,2026-01-03 12:12:25,2,1,26,1,26
1365,O101365,2025-10-14 18:41:15,27,1,253,1,253
1366,O101366,2026-02-11 12:04:34,2,1,28,0,28
1367,O101367,2025-12-26 12:46:52,23,1,208,1,208
1368,O101368,2025-11-08 13:18:45,12,2,106,0,106
1369,O101369,2026-01-23 20:39:30,17,3,49,0,49
1370,O101370,2025-12-06 19:10:11,5,1,123,0,123
1371,O101371,2026-01-04 13:11:16,23,1,7,1,7
1372,O101372,2026-01-16 18:31:55,3,1,5,1,5
1373,O101373,2025-11-14 18:10:48,2,1,9,1,9
1374,O101374,2026-01-10 18:22:34,4,1,156,1,156
1375,O101375,2025-09-20 20:19:45,5,1,187,1,187
1376,O101376,2025-11-25 18:46:40,1,4,248,0,248
1377,O101377,2025-12-17 17:15:36,17,4,113,0,113
1378,O101378,2025-10-09 12:24:40,2,1,185,0,185
1379,O101379,2026-01-29 12:58:43,5,1,279,1,279
1380,O101380,2025-12-05 12:37:33,16,3,214,1,214
1381,O101381,2026-01-11 18:50:50,5,1,63,1,63
1382,O101382,2026-03-11 12:43:09,10,1,5,1,5
1383,O101383,2025-12-03 17:04:51,4,1,286,0,286
1384,O101384,2026-02-15 12:31:19,1,1,112,1,112
1385,O101385,2025-11-20 12:56:18,19,1,1,0,1
1386,O101386,2025-10-09 18:09:46,3,2,288,0,288
1387,O101387,2025-11-12 11:59:22,3,2,42,1,42
1388,O101388,2025-12-28 20:06:57,4,1,198,1,198
1389,O101389,2026-02-08 17:56:20,20,1,160,0,160
1390,O101390,2025-10-21 17:12:19,5,1,103,1,103
1391,O101391,2025-12-22 19:53:27,2,1,237,0,237
1392,O101392,2026-01-14 13:29:26,27,1,161,1,161
1393,O101393,2026-01-02 11:08:39,25,2,287,0,287
1394,O101394,2025-10-19 18:57:36,23,1,298,1,298
1395,O101395,2025-12-29 18:29:51,18,1,202,0,202
1396,O101396,2025-10-01 12:41:06,5,1,28,0,28
1397,O101397,2026-03-12 13:03:07,17,2,149,1,149
1398,O101398,2026-01-27 12:47:31,2,3,28,0,28
1399,O101399,2026-02-24 13:59:00,20,2,80,1,80
1400,O101400,2025-10-04 11:38:56,2,1,103,0,103
1401,O101401,2026-01-16 11:32:28,6,3,105,0,105
1402,O101402,2026-01-18 20:52:15,21,1,154,1,154
1403,O101403,2026-01-05 12:01:11,2,2,225,0,225
1404,O101404,2026-01-25 19:34:12,9,1,124,0,124
1405,O101405,2025-12-20 19:25:24,15,1,52,1,52
1406,O101406,2025-10-24 11:29:07,11,1,214,1,214
1407,O101407,2026-03-01 18:42:39,8,3,156,0,156
1408,O101408,2026-01-14 19:29:17,1,1,182,0,182
1409,O101409,2025-12-15 20:33:24,10,1,257,0,257
1410,O101410,2026-03-03 19:21:29,16,2,78,1,78
1411,O101411,2025-12-26 11:53:41,9,4,143,1,143
1412,O101412,2025-10-20 18:37:37,5,2,93,1,93
1413,O101413,2025-09-28 11:46:10,3,2,207,0,207
1414,O101414,2025-12-08 19:49:51,26,2,256,1,256
1415,O101415,2025-12-24 19:26:59,1,2,54,0,54
1416,O101416,2025-10-05 17:23:38,13,1,59,0,59
1417,O101417,2025-10-14 18:24:08,28,2,90,1,90
1418,O101418,2025-11-20 17:43:18,3,2,103,0,103
1419,O101419,2025-10-09 18:40:42,2,1,223,0,223
1420,O101420,2025-12-18 19:36:34,22,1,72,0,72
1421,O101421,2025-11-04 19:36:52,9,1,271,1,271
1422,O101422,2025-10-04 17:40:24,23,2,287,0,287
1423,O101423,2025-10-12 12:14:03,12,1,66,1,66
1424,O101424,2025-11-20 17:22:04,23,1,115,1,115
1425,O101425,2026-01-31 18:54:33,26,1,148,0,148
1426,O101426,2026-02-03 18:07:37,9,3,205,0,205
1427,O101427,2025-09-25 13:16:12,5,2,135,0,135
1428,O101428,2026-02-04 19:21:59,18,3,72,0,72
1429,O101429,2026-01-21 11:36:57,12,3,32,0,32
1430,O101430,2025-10-05 20:38:47,13,1,19,1,19
1431,O101431,2025-10-20 12:02:06,1,1,283,1,283
1432,O101432,2026-01-17 13:54:56,27,1,180,1,180
1433,O101433,2025-11-06 18:55:24,15,2,29,0,29
1434,O101434,2025-09-30 17:24:44,2,2,283,1,283
1435,O101435,2025-10-16 17:57:39,28,1,282,0,282
1436,O101436,2026-01-06 20:15:14,2,1,100,1,100
1437,O101437,2025-09-20 20:15:52,1,1,212,0,212
1438,O101438,2025-11-28 11:22:38,14,1,225,0,225
1439,O101439,2026-02-19 17:42:07,14,1,150,0,150
1440,O101440,2026-01-21 18:52:22,24,3,279,0,279
1441,O101441,2025-12-19 19:18:55,14,1,228,1,228
1442,O101442,2026-03-14 18:06:03,5,1,137,1,137
1443,O101443,2025-10-07 12:08:53,28,1,249,1,249
1444,O101444,2025-10-18 17:52:50,2,4,284,0,284
1445,O101445,2025-10-16 11:53:02,4,2,226,1,226
1446,O101446,2025-10-02 13:39:24,9,3,154,0,154
1447,O101447,2025-09-28 12:24:11,14,1,197,1,197
1448,O101448,2026-02-02 19:59:01,25,2,157,0,157
1449,O101449,2026-02-15 12:01:21,17,2,173,1,173
1450,O101450,2025-10-14 18:46:59,15,3,219,0,219
1451,O101451,2026-01-03 18:36:49,10,1,274,1,274
1452,O101452,2025-11-16 12:00:17,20,4,196,1,196
1453,O101453,2026-02-02 13:36:25,1,1,44,0,44
1454,O101454,2026-03-03 19:38:00,2,2,138,1,138
1455,O101455,2025-11-01 17:01:28,1,1,165,1,165
1456,O101456,2026-02-27 20:13:26,1,3,184,1,184
1457,O101457,2025-10-03 17:16:49,19,1,142,1,142
1458,O101458,2025-11-14 18:09:55,13,1,254,0,254
1459,O101459,2025-11-03 18:55:28,11,1,59,0,59
1460,O101460,2025-11-22 21:01:43,21,3,117,0,117
1461,O101461,2026-02-17 12:06:04,9,1,277,0,277
1462,O101462,2025-11-08 13:23:53,20,1,40,0,40
1463,O101463,2025-10-23 11:38:50,6,4,219,1,219
1464,O101464,2025-12-01 18:10:23,1,3,192,1,192
1465,O101465,2026-02-19 12:20:32,16,2,14,0,14
1466,O101466,2025-11-11 13:37:02,14,1,298,1,298
1467,O101467,2025-11-13 18:36:40,10,1,41,0,41
1468,O101468,2026-02-19 17:33:33,8,1,63,0,63
1469,O101469,2025-11-18 13:51:49,28,1,295,1,295
1470,O101470,2026-03-13 12:46:56,7,1,162,0,162
1471,O101471,2025-12-18 18:38:14,8,1,287,0,287
1472,O101472,2026-02-01 12:58:26,14,2,292,0,292
1473,O101473,2025-12-13 13:05:26,7,4,134,1,134
1474,O101474,2026-02-25 19:12:57,2,1,295,1,295
1475,O101475,2026-01-02 13:35:45,26,2,86,0,86
1476,O101476,2026-01-05 11:10:04,2,3,65,0,65
1477,O101477,2025-12-16 12:44:35,3,1,199,1,199
1478,O101478,2026-02-15 18:06:46,1,2,173,1,173
1479,O101479,2025-12-30 18:47:53,8,2,182,1,182
1480,O101480,2026-02-14 20:59:32,1,3,69,0,69
1481,O101481,2025-12-23 13:11:32,17,1,190,1,190
1482,O101482,2025-12-02 17:03:36,10,1,50,0,50
1483,O101483,2025-11-29 13:20:48,2,1,261,1,261
1484,O101484,2026-01-27 13:56:39,5,1,108,1,108
1485,O101485,2025-11-29 13:28:14,24,1,85,0,85
1486,O101486,2025-11-15 19:09:06,3,3,133,0,133
1487,O101487,2026-02-17 20:57:34,10,1,87,0,87
1488,O101488,2025-12-20 12:36:27,17,1,251,0,251
1489,O101489,2025-10-15 19:58:54,2,3,233,1,233
1490,O101490,2025-10-09 19:17:46,14,4,253,1,253
1491,O101491,2025-10-06 13:32:21,4,2,41,0,41
1492,O101492,2026-03-12 13:59:02,8,3,263,0,263
1493,O101493,2025-11-04 19:42:53,23,1,267,1,267
1494,O101494,2025-10-22 18:55:14,14,1,5,0,5
1495,O101495,2025-11-03 19:18:08,3,3,78,1,78
1496,O101496,2025-09-17 17:31:35,12,2,265,0,265
1497,O101497,2026-03-12 12:24:40,12,2,20,1,20
1498,O101498,2025-12-02 19:56:18,14,1,248,0,248
1499,O101499,2026-02-03 17:06:14,2,3,201,1,201
1500,O101500,2026-01-09 13:42:27,2,1,148,1,148
1501,O101501,2025-12-14 18:45:08,19,1,164,0,164
1502,O101502,2026-03-11 12:18:17,9,3,251,1,251
1503,O101503,2026-02-07 19:16:43,5,1,210,0,210
1504,O101504,2025-12-28 12:03:17,9,1,227,1,227
1505,O101505,2026-01-09 17:36:56,2,1,24,1,24
1506,O101506,2025-10-20 18:01:46,1,1,57,1,57
1507,O101507,2026-02-05 11:03:33,3,1,171,1,171
1508,O101508,2025-11-14 13:10:58,6,1,81,1,81
1509,O101509,2025-09-20 11:01:48,26,1,284,0,284
1510,O101510,2025-09-27 12:19:01,3,2,204,1,204
1511,O101511,2025-11-25 19:52:50,6,1,127,0,127
1512,O101512,2025-10-06 11:46:45,18,1,139,0,139
1513,O101513,2025-10-11 19:50:25,3,2,8,0,8
1514,O101514,2026-01-03 18:01:19,4,1,160,1,160
1515,O101515,2025-12-22 13:05:14,27,2,136,1,136
1516,O101516,2026-03-15 18:15:24,1,1,248,1,248
1517,O101517,2026-02-03 19:28:14,11,1,202,1,202
1518,O101518,2025-12-20 18:06:41,5,1,119,1,119
1519,O101519,2026-02-07 12:55:31,12,1,43,0,43
1520,O101520,2026-01-28 19:36:48,3,2,207,1,207
1521,O101521,2025-12-05 19:53:09,1,2,130,1,130
1522,O101522,2025-11-24 18:48:35,19,1,209,0,209
1523,O101523,2025-12-08 17:30:32,11,2,161,0,161
1524,O101524,2026-01-03 19:24:08,18,1,42,0,42
1525,O101525,2025-11-06 17:07:02,24,1,63,0,63
